P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height,obs_6_x,obs_6_y,obs_6_width,obs_6_height,obs_7_x,obs_7_y,obs_7_width,obs_7_height,obs_8_x,obs_8_y,obs_8_width,obs_8_height,obs_9_x,obs_9_y,obs_9_width,obs_9_height,obs_10_x,obs_10_y,obs_10_width,obs_10_height,obs_11_x,obs_11_y,obs_11_width,obs_11_height,obs_12_x,obs_12_y,obs_12_width,obs_12_height,obs_13_x,obs_13_y,obs_13_width,obs_13_height,obs_14_x,obs_14_y,obs_14_width,obs_14_height,obs_15_x,obs_15_y,obs_15_width,obs_15_height,obs_16_x,obs_16_y,obs_16_width,obs_16_height,obs_17_x,obs_17_y,obs_17_width,obs_17_height,obs_18_x,obs_18_y,obs_18_width,obs_18_height,obs_19_x,obs_19_y,obs_19_width,obs_19_height,obs_20_x,obs_20_y,obs_20_width,obs_20_height,obs_21_x,obs_21_y,obs_21_width,obs_21_height,obs_22_x,obs_22_y,obs_22_width,obs_22_height,obs_23_x,obs_23_y,obs_23_width,obs_23_height,obs_24_x,obs_24_y,obs_24_width,obs_24_height,obs_25_x,obs_25_y,obs_25_width,obs_25_height,obs_26_x,obs_26_y,obs_26_width,obs_26_height,obs_27_x,obs_27_y,obs_27_width,obs_27_height,obs_28_x,obs_28_y,obs_28_width,obs_28_height,obs_29_x,obs_29_y,obs_29_width,obs_29_height
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16179,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16214,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16250,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16286,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16321,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16357,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16393,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16429,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,174,2,0,0,100,153,223,4,0,0,100,16:07:38,16464,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,173,2,0,0,100,153,222,2,0,0,100,16:07:38,16500,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,172,2,0,0,100,153,221,2,0,0,100,16:07:38,16536,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,171,2,0,0,100,153,220,2,0,0,100,16:07:38,16571,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,170,2,0,0,100,153,219,2,0,0,100,16:07:38,16607,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,169,2,0,0,100,153,218,2,0,0,100,16:07:38,16643,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,168,2,0,0,100,153,217,2,0,0,100,16:07:38,16679,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,167,2,0,0,100,153,216,2,0,0,100,16:07:38,16714,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,166,2,0,0,100,153,215,2,0,0,100,16:07:38,16750,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,165,2,0,0,100,153,214,2,0,0,100,16:07:38,16786,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
141,164,2,0,0,100,153,213,2,0,0,100,16:07:38,16821,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
140,164,0,0,0,100,153,212,2,0,0,100,16:07:38,16857,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
139,164,0,0,0,100,153,211,2,0,0,100,16:07:38,16893,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
138,164,0,0,0,100,153,210,2,0,0,100,16:07:38,16929,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
137,164,0,0,0,100,153,209,2,0,0,100,16:07:38,16964,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
136,164,0,0,0,100,153,209,4,0,0,100,16:07:39,17000,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
135,164,0,0,0,100,153,209,4,0,0,100,16:07:39,17036,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
134,164,0,0,0,100,153,209,4,0,0,100,16:07:39,17071,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
133,164,0,0,0,100,153,209,4,0,0,100,16:07:39,17107,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,164,0,0,0,100,153,209,4,0,0,100,16:07:39,17143,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17179,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17214,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17250,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17286,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17321,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17357,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17393,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17429,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17464,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17500,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17536,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17571,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17607,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17643,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17679,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17714,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17750,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
132,163,2,0,0,100,153,209,4,0,0,100,16:07:39,17786,200,130,186,676,286,68,58,60,58,72,57,314,57,87,92,316,266,50,69,366,29,95,36,479,339,53,61,537,151,63,37,617,515,73,70,60,400,33,50,27,243,63,76,349,304,60,45,281,17,76,40,333,518,90,45,26,206,48,88,718,272,37,98,244,456,99,35,198,106,39,51,53,118,36,88,331,120,67,52,604,262,31,56,474,443,69,36,427,164,51,83,296,284,39,76,453,392,55,90,376,505,73,85,503,415,49,73,328,268,35,32,234,44,37,51,531,458,72,67,360,141,41,82
