P1_X,P1_Y,P1_Direction,P1_Crashed,P1_ReachedGoal,P1_Score,P2_X,P2_Y,P2_Direction,P2_Crashed,P2_ReachedGoal,P2_Score,Timestamp,Elapsed_time_miliseconds,Total_Score,goal_x,goal_y,obs_0_x,obs_0_y,obs_0_width,obs_0_height,obs_1_x,obs_1_y,obs_1_width,obs_1_height,obs_2_x,obs_2_y,obs_2_width,obs_2_height,obs_3_x,obs_3_y,obs_3_width,obs_3_height,obs_4_x,obs_4_y,obs_4_width,obs_4_height,obs_5_x,obs_5_y,obs_5_width,obs_5_height,obs_6_x,obs_6_y,obs_6_width,obs_6_height,obs_7_x,obs_7_y,obs_7_width,obs_7_height,obs_8_x,obs_8_y,obs_8_width,obs_8_height,obs_9_x,obs_9_y,obs_9_width,obs_9_height,obs_10_x,obs_10_y,obs_10_width,obs_10_height,obs_11_x,obs_11_y,obs_11_width,obs_11_height,obs_12_x,obs_12_y,obs_12_width,obs_12_height,obs_13_x,obs_13_y,obs_13_width,obs_13_height,obs_14_x,obs_14_y,obs_14_width,obs_14_height,obs_15_x,obs_15_y,obs_15_width,obs_15_height,obs_16_x,obs_16_y,obs_16_width,obs_16_height,obs_17_x,obs_17_y,obs_17_width,obs_17_height,obs_18_x,obs_18_y,obs_18_width,obs_18_height,obs_19_x,obs_19_y,obs_19_width,obs_19_height,obs_20_x,obs_20_y,obs_20_width,obs_20_height,obs_21_x,obs_21_y,obs_21_width,obs_21_height,obs_22_x,obs_22_y,obs_22_width,obs_22_height,obs_23_x,obs_23_y,obs_23_width,obs_23_height,obs_24_x,obs_24_y,obs_24_width,obs_24_height,obs_25_x,obs_25_y,obs_25_width,obs_25_height,obs_26_x,obs_26_y,obs_26_width,obs_26_height,obs_27_x,obs_27_y,obs_27_width,obs_27_height,obs_28_x,obs_28_y,obs_28_width,obs_28_height,obs_29_x,obs_29_y,obs_29_width,obs_29_height
612,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11536,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
613,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11571,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
614,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11607,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
615,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11643,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
616,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11679,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
617,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11714,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11750,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11786,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11821,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11857,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11893,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11929,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:42,11964,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12000,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12037,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12074,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12111,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12148,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12185,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12222,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12259,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12296,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12333,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
618,580,1,0,0,100,568,580,4,0,0,100,15:58:43,12370,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
619,580,1,0,0,100,569,580,1,0,0,100,15:58:43,12407,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
620,580,1,0,0,100,570,580,1,0,0,100,15:58:43,12444,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
621,580,1,0,0,100,571,580,1,0,0,100,15:58:43,12481,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
622,580,1,0,0,100,572,580,1,0,0,100,15:58:43,12519,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
623,580,1,0,0,100,573,580,1,0,0,100,15:58:43,12556,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
624,580,1,0,0,100,574,580,1,0,0,100,15:58:43,12593,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
625,580,1,0,0,100,575,580,1,0,0,100,15:58:43,12630,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
626,580,1,0,0,100,576,580,1,0,0,100,15:58:43,12667,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
627,580,1,0,0,100,577,580,1,0,0,100,15:58:43,12704,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
628,580,1,0,0,100,578,580,1,0,0,100,15:58:43,12741,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
629,580,1,0,0,100,579,580,1,0,0,100,15:58:43,12778,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
630,580,1,0,0,100,580,580,1,0,0,100,15:58:43,12815,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
631,580,1,0,0,100,581,580,1,0,0,100,15:58:43,12852,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
632,580,1,0,0,100,582,580,1,0,0,100,15:58:43,12889,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
633,580,1,0,0,100,583,580,1,0,0,100,15:58:43,12926,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
634,580,1,0,0,100,584,580,1,0,0,100,15:58:43,12963,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
635,580,1,0,0,100,585,580,1,0,0,100,15:58:44,13000,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
636,580,1,0,0,100,586,580,1,0,0,100,15:58:44,13036,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
637,580,1,0,0,100,587,580,1,0,0,100,15:58:44,13071,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
638,580,1,0,0,100,588,580,1,0,0,100,15:58:44,13107,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
639,580,1,0,0,100,589,580,1,0,0,100,15:58:44,13143,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
640,580,1,0,0,100,590,580,1,0,0,100,15:58:44,13179,200,698,564,413,195,100,83,96,151,61,68,433,190,76,68,691,95,63,57,698,196,41,77,520,96,64,69,37,251,69,31,33,155,63,54,172,223,58,43,421,363,58,33,433,185,84,86,358,464,92,82,614,386,55,58,536,279,71,86,258,73,30,99,245,380,44,68,526,160,67,41,523,409,37,63,639,414,65,41,97,205,98,66,174,99,78,79,529,289,94,34,708,151,53,76,68,405,78,42,498,133,67,97,110,66,46,97,454,320,84,84,589,252,70,97,620,132,97,44,349,4,97,38
